initial_list_status,purpose,int_rate,installment,annual_inc,dti,verification_status,grade,revol_bal,inq_last_12m,delinq_2yrs,home_ownership,log_inc,verified,grdCtoA,not_paid
w,credit_card,10.91,326.97,100000.0,8.1,Not Verified,B,8503,4,1,MORTGAGE,11.5129254649702,0,1,0
w,debt_consolidation,15.05,346.9,60000.0,22.26,Not Verified,C,8109,0,0,MORTGAGE,11.002099841204199,0,0,1
w,debt_consolidation,10.42,506.45,60000.0,16.46,Not Verified,B,1286,3,0,MORTGAGE,11.002099841204199,0,1,0
f,debt_consolidation,16.02,879.18,149612.0,7.53,Source Verified,C,7690,1,4,MORTGAGE,11.9158005552093,1,0,1
f,debt_consolidation,17.09,535.47,60000.0,4.66,Source Verified,D,8423,1,0,RENT,11.002099841204199,1,0,1
w,debt_consolidation,5.32,451.73,65000.0,39.76,Verified,A,11820,2,0,MORTGAGE,11.082142548877801,1,1,0
f,home_improvement,12.62,100.54,65000.0,21.12,Not Verified,C,10946,2,0,MORTGAGE,11.082142548877801,0,0,0
w,credit_card,14.08,1026.5,160000.0,6.25,Source Verified,C,27091,0,2,OWN,11.982929094216,1,0,1
w,debt_consolidation,30.84,713.43,100000.0,9.36,Source Verified,G,13093,3,0,RENT,11.5129254649702,1,0,0
w,debt_consolidation,9.44,576.09,84400.0,13.08,Not Verified,B,9316,1,0,OWN,11.343322680583999,0,1,1
w,debt_consolidation,9.44,144.03,67500.0,1.88,Not Verified,B,2088,0,0,MORTGAGE,11.119882876860599,0,1,0
w,small_business,18.06,406.82,88000.0,16.03,Source Verified,D,12009,4,0,RENT,11.3850920934603,1,0,1
w,debt_consolidation,30.65,393.05,70000.0,18.09,Source Verified,F,5610,3,1,RENT,11.156250521031499,1,0,0
w,debt_consolidation,10.91,877.9,30000.0,72.68,Source Verified,B,25150,2,0,MORTGAGE,10.308952660644302,1,1,0
w,credit_card,7.97,219.26,65000.0,12.32,Not Verified,A,2175,5,0,RENT,11.082142548877801,0,1,0
f,debt_consolidation,9.93,386.82,67000.0,22.84,Verified,B,52350,1,1,MORTGAGE,11.1124478983731,1,1,0
w,debt_consolidation,21.45,576.18,58000.0,2.65,Source Verified,D,2147,1,1,OWN,10.9681982895286,1,0,1
f,debt_consolidation,10.91,392.36,94000.0,8.62,Not Verified,B,30032,0,0,RENT,11.4510500612521,0,1,1
w,debt_consolidation,10.42,543.33,165000.0,8.56,Not Verified,B,1338,0,0,MORTGAGE,12.0137007528827,0,1,0
w,small_business,14.08,148.85,48000.0,17.2,Source Verified,C,1454,0,2,RENT,10.778956289889999,1,0,1
w,debt_consolidation,10.42,686.54,78000.0,21.65,Not Verified,B,14816,1,0,OWN,11.2644641056717,0,1,1
w,home_improvement,12.62,270.71,40000.0,51.64,Verified,C,6104,1,2,MORTGAGE,10.5966347330961,1,0,1
w,credit_card,14.08,218.99,50000.0,29.07,Not Verified,C,14780,0,0,MORTGAGE,10.819778284410301,0,0,1
w,credit_card,10.42,259.72,65000.0,9.38,Not Verified,B,8141,3,0,OWN,11.082142548877801,0,1,0
w,debt_consolidation,19.03,451.06,70400.0,23.58,Not Verified,D,2942,1,0,RENT,11.1619485421461,0,0,1
w,home_improvement,19.03,1283.5,169000.0,22.23,Verified,D,9385,3,1,MORTGAGE,12.037653993905199,1,0,1
w,home_improvement,16.02,139.79,56000.0,9.62,Source Verified,C,72,3,2,OWN,10.9331069697173,1,0,1
w,debt_consolidation,10.91,222.34,49500.0,16.07,Not Verified,B,6636,0,0,RENT,10.8097279485568,0,1,1
w,credit_card,16.02,189.91,70000.0,33.02,Not Verified,C,6036,4,2,MORTGAGE,11.156250521031499,0,0,0
w,debt_consolidation,16.02,851.51,80000.0,16.03,Verified,C,3036,1,0,RENT,11.289781913656,1,0,0
w,major_purchase,12.62,676.78,117963.0,1.56,Source Verified,C,393,0,0,MORTGAGE,11.678126294955803,1,0,1
w,debt_consolidation,11.99,400.31,12000.0,10.0,Source Verified,B,1823,2,0,MORTGAGE,9.39266192877014,1,1,1
w,credit_card,7.35,247.53,60000.0,6.66,Not Verified,A,17985,2,0,RENT,11.002099841204199,0,1,0
w,debt_consolidation,16.02,583.89,106000.0,23.04,Verified,C,26051,1,0,MORTGAGE,11.5711943730942,1,0,1
f,home_improvement,5.32,361.38,133000.0,24.47,Not Verified,A,58809,1,0,MORTGAGE,11.798104407203901,0,1,0
f,debt_consolidation,19.03,916.78,22000.0,78.51,Source Verified,D,16186,4,0,MORTGAGE,9.99879773234045,1,0,1
w,debt_consolidation,16.02,243.29,28000.0,28.02,Not Verified,C,16879,1,0,OWN,10.239959789157302,0,0,1
w,credit_card,14.08,372.96,100000.0,9.85,Not Verified,C,10700,2,1,MORTGAGE,11.5129254649702,0,0,1
w,credit_card,20.0,371.64,274000.0,23.09,Not Verified,D,86049,1,1,MORTGAGE,12.5208833853702,0,0,1
w,credit_card,7.35,111.74,97000.0,17.98,Not Verified,A,20879,4,0,OWN,11.4824662574855,0,1,0
w,debt_consolidation,17.09,395.31,60000.0,10.0,Source Verified,D,501,4,0,RENT,11.002099841204199,1,0,1
w,debt_consolidation,18.06,381.4,36000.0,20.57,Not Verified,D,8877,0,0,MORTGAGE,10.4912742174382,0,0,1
w,debt_consolidation,18.06,361.83,50000.0,12.11,Source Verified,D,12051,4,1,RENT,10.819778284410301,1,0,0
w,credit_card,15.05,952.65,20000.0,94.72,Verified,C,50991,2,0,MORTGAGE,9.90348755253613,1,0,1
w,debt_consolidation,20.0,651.75,60000.0,7.54,Verified,D,12104,0,0,MORTGAGE,11.002099841204199,1,0,1
w,credit_card,9.93,270.77,35000.0,27.09,Not Verified,B,8784,0,0,RENT,10.4631033404715,0,1,0
f,debt_consolidation,10.91,255.03,60000.0,7.7,Source Verified,B,6117,0,0,RENT,11.002099841204199,1,1,1
w,credit_card,9.93,644.69,45000.0,12.61,Source Verified,B,14109,0,0,OWN,10.714417768752499,1,1,0
w,debt_consolidation,7.35,31.04,75000.0,4.65,Source Verified,A,3885,0,0,RENT,11.2252433925184,1,1,0
w,debt_consolidation,16.02,510.91,56000.0,15.37,Verified,C,7687,0,1,MORTGAGE,10.9331069697173,1,0,1
w,credit_card,7.35,620.75,145000.0,21.33,Not Verified,A,7611,2,1,MORTGAGE,11.8844890214027,0,1,1
w,debt_consolidation,14.08,582.75,106000.0,8.71,Not Verified,C,20348,3,0,RENT,11.5711943730942,0,0,1
w,debt_consolidation,26.3,602.37,82000.0,22.45,Source Verified,E,50732,0,0,MORTGAGE,11.3144745262464,1,0,1
w,debt_consolidation,23.88,803.56,52000.0,20.96,Verified,E,7310,0,1,RENT,10.858998997563601,1,0,1
w,debt_consolidation,17.09,871.54,80500.0,29.34,Source Verified,D,13218,1,0,MORTGAGE,11.296012463406699,1,0,0
w,home_improvement,18.06,1017.05,56000.0,17.21,Verified,D,8770,0,1,RENT,10.9331069697173,1,0,1
w,home_improvement,14.08,171.09,120000.0,1.84,Source Verified,C,7774,0,0,OWN,11.6952470217642,1,0,1
w,debt_consolidation,15.05,693.8,110000.0,28.88,Verified,C,16723,3,0,RENT,11.608235644774599,1,0,1
w,debt_consolidation,13.59,1053.35,54100.0,23.07,Verified,C,19223,2,0,RENT,10.898589464834599,1,0,1
w,credit_card,10.42,257.46,72000.0,15.28,Not Verified,B,9522,3,0,OWN,11.1844213979982,0,1,0
f,debt_consolidation,14.08,136.87,200000.0,11.67,Source Verified,C,17599,2,0,OWN,12.2060726455302,1,0,1
w,debt_consolidation,10.91,1144.37,135000.0,15.53,Verified,B,19090,1,0,RENT,11.8130300574206,1,1,0
w,debt_consolidation,19.03,778.72,200000.0,14.53,Verified,D,6851,2,0,MORTGAGE,12.2060726455302,1,0,1
w,debt_consolidation,16.02,243.29,80000.0,18.15,Source Verified,C,19206,3,0,OWN,11.289781913656,1,0,1
w,debt_consolidation,7.97,626.46,75000.0,23.18,Not Verified,A,5127,3,0,RENT,11.2252433925184,0,1,1
w,debt_consolidation,12.62,603.21,260000.0,25.38,Source Verified,C,78182,2,0,OWN,12.468436909997699,1,0,0
f,credit_card,11.99,1162.34,157000.0,12.37,Source Verified,B,151710,2,0,MORTGAGE,11.964001084330402,1,1,1
w,small_business,30.79,413.79,18000.0,59.8,Verified,G,11565,2,0,RENT,9.7981270368783,1,0,1
f,credit_card,13.59,169.9,90000.0,25.21,Not Verified,C,9161,0,0,MORTGAGE,11.4075649493124,0,0,1
w,debt_consolidation,7.35,155.19,60000.0,7.76,Not Verified,A,3570,0,0,MORTGAGE,11.002099841204199,0,1,0
w,home_improvement,9.44,377.51,17480.0,53.57,Source Verified,B,8848,0,0,OWN,9.76881264920953,1,1,1
w,debt_consolidation,14.08,372.96,93000.0,24.97,Verified,C,12566,6,0,MORTGAGE,11.4403547721354,1,0,0
f,credit_card,11.99,830.24,100000.0,13.33,Source Verified,B,17879,6,0,MORTGAGE,11.5129254649702,1,1,0
f,home_improvement,11.99,99.63,80000.0,3.24,Not Verified,B,6725,2,0,MORTGAGE,11.289781913656,0,1,0
w,debt_consolidation,7.97,250.59,85000.0,33.32,Verified,A,30880,8,0,MORTGAGE,11.3504065354725,1,1,0
w,major_purchase,19.03,1173.48,100000.0,16.16,Source Verified,D,13288,9,1,RENT,11.5129254649702,1,0,1
w,credit_card,25.82,355.03,42000.0,48.6,Verified,E,5768,6,3,MORTGAGE,10.6454248972655,1,0,0
w,debt_consolidation,9.93,225.65,80000.0,10.39,Not Verified,B,3676,4,0,RENT,11.289781913656,0,1,1
w,debt_consolidation,11.99,1328.39,60000.0,29.27,Verified,B,17264,3,0,OWN,11.002099841204199,1,1,0
w,credit_card,7.07,129.82,75000.0,13.52,Not Verified,A,3795,0,0,RENT,11.2252433925184,0,1,0
w,debt_consolidation,13.59,806.97,113000.0,18.84,Verified,C,27099,4,0,RENT,11.635143097694499,1,0,1
w,home_improvement,12.62,789.57,90000.0,8.85,Source Verified,C,6789,2,0,MORTGAGE,11.4075649493124,1,0,0
f,home_improvement,12.62,268.09,65000.0,6.85,Not Verified,C,11486,2,0,OWN,11.082142548877801,0,0,1
w,credit_card,11.99,533.75,89000.0,5.83,Source Verified,B,10669,10,0,MORTGAGE,11.396391648714301,1,1,1
w,debt_consolidation,19.03,363.4,55000.0,21.27,Source Verified,D,22981,2,0,MORTGAGE,10.9150884642146,1,0,0
f,debt_consolidation,21.45,189.54,120000.0,7.28,Not Verified,D,7023,2,0,RENT,11.6952470217642,0,0,1
w,debt_consolidation,15.05,571.59,86000.0,23.77,Verified,C,13186,1,0,MORTGAGE,11.3621025752356,1,0,1
f,debt_consolidation,23.88,352.53,35000.0,34.77,Not Verified,E,18967,0,0,RENT,10.4631033404715,0,0,1
w,credit_card,16.02,175.84,24000.0,5.3,Source Verified,C,4463,1,0,RENT,10.0858091093301,1,0,0
w,debt_consolidation,7.21,619.47,145000.0,28.47,Not Verified,A,25837,3,0,MORTGAGE,11.8844890214027,0,1,1
w,debt_consolidation,21.45,286.73,22000.0,25.49,Source Verified,D,13306,0,0,MORTGAGE,9.99879773234045,1,0,1
f,home_improvement,30.84,1501.96,101000.0,17.69,Source Verified,G,8540,2,0,OWN,11.5228757958234,1,0,1
w,debt_consolidation,28.72,631.44,45900.0,23.97,Not Verified,F,13081,1,0,RENT,10.734220396048599,0,0,0
f,debt_consolidation,15.05,693.8,100000.0,20.2,Source Verified,C,11983,0,1,MORTGAGE,11.5129254649702,1,0,1
w,small_business,13.59,237.86,50000.0,7.9,Not Verified,C,1900,1,1,RENT,10.819778284410301,0,0,0
w,small_business,11.99,664.2,175000.0,7.02,Not Verified,B,18595,1,5,MORTGAGE,12.072541252905701,0,1,1
w,debt_consolidation,19.03,792.1,60000.0,17.86,Source Verified,D,8021,0,1,RENT,11.002099841204199,1,0,1
w,debt_consolidation,7.07,309.1,105000.0,2.91,Not Verified,A,11660,0,0,RENT,11.5617156291397,0,1,1
